species,family,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,Env_refs,dimensions,constriction,ld50_mg,species,ld50_error,Error_type,ld50_method,ld50_model_class,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g,max_prey_g
Daboia_russelii,Viperidae,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,456.2898421,67.3,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"Srinivasulu, C. and Das, I., 2008. The herpetofauna of Nallamala Hills, Eastern Ghats, India: an annotated checklist, with remarks on nomenclature, taxonomy, habitat use, adaptive types and biogeography. Asiatic Herpetological Research, 11, pp.110-131.",1,no,0.31,Daboia_russelii,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,28,3,17,2,0,50,no,"AUFFENBERG, W. 1980. The herpetofauna of Komodo with notes on adjacent areas. Bull. Florida State Museum, Biol. Sci. 25(2):39-156. ; Whitaker, R., 2006. Common Indian snakes: a field guide. Macmillan. pp 154",2.46,22.74
Daboia_russelii,Viperidae,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,456.2898421,67.3,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"Srinivasulu, C. and Das, I., 2008. The herpetofauna of Nallamala Hills, Eastern Ghats, India: an annotated checklist, with remarks on nomenclature, taxonomy, habitat use, adaptive types and biogeography. Asiatic Herpetological Research, 11, pp.110-131.",1,no,0.4,Daboia_russelii,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,28,3,17,2,0,50,no,"AUFFENBERG, W. 1980. The herpetofauna of Komodo with notes on adjacent areas. Bull. Florida State Museum, Biol. Sci. 25(2):39-156. ; Whitaker, R., 2006. Common Indian snakes: a field guide. Macmillan. pp 154",2.46,22.74
Daboia_russelii,Viperidae,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,456.2898421,67.3,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"Srinivasulu, C. and Das, I., 2008. The herpetofauna of Nallamala Hills, Eastern Ghats, India: an annotated checklist, with remarks on nomenclature, taxonomy, habitat use, adaptive types and biogeography. Asiatic Herpetological Research, 11, pp.110-131.",1,no,2,Daboia_russelii,,,sc,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,28,3,17,2,0,50,no,"AUFFENBERG, W. 1980. The herpetofauna of Komodo with notes on adjacent areas. Bull. Florida State Museum, Biol. Sci. 25(2):39-156. ; Whitaker, R., 2006. Common Indian snakes: a field guide. Macmillan. pp 154",2.46,22.74
Daboia_russelii,Viperidae,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1696,456.2898421,67.3,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.",terrestrial,"Srinivasulu, C. and Das, I., 2008. The herpetofauna of Nallamala Hills, Eastern Ghats, India: an annotated checklist, with remarks on nomenclature, taxonomy, habitat use, adaptive types and biogeography. Asiatic Herpetological Research, 11, pp.110-131.",1,no,0.16,Daboia_russelii,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,28,3,17,2,0,50,no,"AUFFENBERG, W. 1980. The herpetofauna of Komodo with notes on adjacent areas. Bull. Florida State Museum, Biol. Sci. 25(2):39-156. ; Whitaker, R., 2006. Common Indian snakes: a field guide. Macmillan. pp 154",2.46,22.74
Deinagkistrodon_acutus,Viperidae,154.5,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1848,158.175,150,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",terrestrial,"Mao, S.H., 1993. Common terrestrial venomous snakes of Taiwan (No. 5). National Museum of Natural Science.",1,no,0.04,Deinagkistrodon_acutus,,,iv,mammal,Mus_musculus,"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp.",0,0,0,0,0,0,100,no,"Orlov, N., Ananjeva, N. and Khalikov, R., 2002. Natural history of pitvipers in Eastern and Southeastern Asia. Biology of the Vipers, pp.345-361",NA,NA
Deinagkistrodon_acutus,Viperidae,154.5,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1848,158.175,150,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",terrestrial,"Mao, S.H., 1993. Common terrestrial venomous snakes of Taiwan (No. 5). National Museum of Natural Science.",1,no,9.6,Deinagkistrodon_acutus,,,sc,mammal,Mus_musculus,"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp.",0,0,0,0,0,0,100,no,"Orlov, N., Ananjeva, N. and Khalikov, R., 2002. Natural history of pitvipers in Eastern and Southeastern Asia. Biology of the Vipers, pp.345-361",NA,NA
Deinagkistrodon_acutus,Viperidae,154.5,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",1848,158.175,150,"Gopalakrishnakone, P. and Chou, L.M., 1990. Snakes of medical importance (Asia-Pacific region). National University of Singapore.; Sawai Y. (1976) Medical treatment of snakebites. 2. Southeast Asia. The Snake, Vol. 8(1), pp 1-30. ",terrestrial,"Mao, S.H., 1993. Common terrestrial venomous snakes of Taiwan (No. 5). National Museum of Natural Science.",1,no,4,Deinagkistrodon_acutus,,,ip,mammal,Mus_musculus,"Brown JH. 1973. Toxicology and Pharmacology of Venoms from Poisonous Snakes. Springfield, Illinois: Charles C. Thomas. 184 pp.",0,0,0,0,0,0,100,no,"Orlov, N., Ananjeva, N. and Khalikov, R., 2002. Natural history of pitvipers in Eastern and Southeastern Asia. Biology of the Vipers, pp.345-361",NA,NA
Dendroaspis_angusticeps,Elapidae,250,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",2290,214.2340324,77.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.",arboreal,"Branch, W.R., Haagner, G.V. and Shine, R., 1995. Is there an ontogenetic shift in mamba diet? Taxonomic confusion and dietary records for black and green mambas (Dendroaspis: Elapidae). Herpetol. Nat. Hist, 3, pp.171-178.",3,no,1.5,Dendroaspis_angusticeps,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,12,47,0,41,no,"Branch, W.R., Haagner, G.V. and Shine, R., 1995. Is there an ontogenetic shift in mamba diet? Taxonomic confusion and dietary records for black and green mambas (Dendroaspis: Elapidae). Herpetol. Nat. Hist, 3, pp.171-178.",66.52,198.5
Dendroaspis_angusticeps,Elapidae,250,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",2290,214.2340324,77.5,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.",arboreal,"Branch, W.R., Haagner, G.V. and Shine, R., 1995. Is there an ontogenetic shift in mamba diet? Taxonomic confusion and dietary records for black and green mambas (Dendroaspis: Elapidae). Herpetol. Nat. Hist, 3, pp.171-178.",3,no,3.05,Dendroaspis_angusticeps,,,sc,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,12,47,0,41,no,"Branch, W.R., Haagner, G.V. and Shine, R., 1995. Is there an ontogenetic shift in mamba diet? Taxonomic confusion and dietary records for black and green mambas (Dendroaspis: Elapidae). Herpetol. Nat. Hist, 3, pp.171-178.",66.52,198.5
Dispholidus_typus,Colubridae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",773,313.1865,1,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",arboreal,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",3,no,0.071,Dispholidus_typus,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,33.3,66.7,0,0,no,"Akani, G.C., Ebere, N., Luiselli, L. and Eniang, E.A., 2008. Community structure and ecology of snakes in fields of oil palm trees (Elaeis guineensis) in the Niger Delta, southern Nigeria. African Journal of Ecology, 46(4), pp.500-506.",NA,NA
Dispholidus_typus,Colubridae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",773,313.1865,1,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",arboreal,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",3,no,0.39,Dispholidus_typus,,,iv,mammal,Mus_musculus,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",0,0,0,33.3,66.7,0,0,no,"Akani, G.C., Ebere, N., Luiselli, L. and Eniang, E.A., 2008. Community structure and ecology of snakes in fields of oil palm trees (Elaeis guineensis) in the Niger Delta, southern Nigeria. African Journal of Ecology, 46(4), pp.500-506.",NA,NA
Dispholidus_typus,Colubridae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",773,313.1865,1,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",arboreal,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",3,no,11.25,Dispholidus_typus,,,sc,mammal,Mus_musculus,"Mackessy, S.P., 2002. Biochemistry and pharmacology of colubrid snake venoms. Journal of Toxicology: Toxin Reviews, 21(1-2), pp.43-83.",0,0,0,33.3,66.7,0,0,no,"Akani, G.C., Ebere, N., Luiselli, L. and Eniang, E.A., 2008. Community structure and ecology of snakes in fields of oil palm trees (Elaeis guineensis) in the Niger Delta, southern Nigeria. African Journal of Ecology, 46(4), pp.500-506.",NA,NA
Dispholidus_typus,Colubridae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",773,313.1865,1,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",arboreal,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",3,no,1.8,Dispholidus_typus,,none given,ip,mammal,Mus_musculus,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",0,0,0,33.3,66.7,0,0,no,"Akani, G.C., Ebere, N., Luiselli, L. and Eniang, E.A., 2008. Community structure and ecology of snakes in fields of oil palm trees (Elaeis guineensis) in the Niger Delta, southern Nigeria. African Journal of Ecology, 46(4), pp.500-506.",NA,NA
Dispholidus_typus,Colubridae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",773,313.1865,1,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). , S., Branch, B. (1995). The Dangerous Snakes of Africa. Blandford. pp. 49_51.",arboreal,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",3,no,1.32,Dispholidus_typus,,none given,ip,mammal,Mus_musculus,"Weinstein, S.A. and Smith, L.A., 1993. Chromatographic profiles and properties of Duvernoy's secretions from some boigine and dispholidine colubrids. Herpetologica, pp.78-94.",0,0,0,33.3,66.7,0,0,no,"Akani, G.C., Ebere, N., Luiselli, L. and Eniang, E.A., 2008. Community structure and ecology of snakes in fields of oil palm trees (Elaeis guineensis) in the Niger Delta, southern Nigeria. African Journal of Ecology, 46(4), pp.500-506.",NA,NA
Disteira_major,Elapidae,150,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",670,419,22.8,"Limpus, C.J., 1978. Toxicology of the venom of subtropical Queensland Hydrophiidae. Toxicon, 1, pp.331-363.",aquatic,"Fry, G.C., A. Milton & T.J. Wassenberg (2001). The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations. Pacific Conservation Biology. 7:55-73",3,no,0.21,Disteira_major,,,iv,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Fry, G.C., A. Milton & T.J. Wassenberg (2001). The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations. Pacific Conservation Biology. 7:55-73",NA,NA
Echis_carinatus,Viperidae,72,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",200,414.1256,21.3,"Latifi M. (1984) Variation in yield and lethality of venoms from Iranian snakes. Toxicon, Vol. 22, p 373.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"Duff-Mackay, A., 1965. Notes on the biology of the carpet viper, Echis carinatus pyramidum (Geoffroy), in the northern frontier province of Kenya. Jour. E. Afr. Nat. Hist. Soc, 25, pp.28-40.",1,no,1,Echis_carinatus,0.84-1.26,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,73,7,7,0,0,13,no,"Barlow, A., Pook, C.E., Harrison, R.A. and W_ster, W., 2009. Coevolution of diet and prey-specific venom activity supports the role of selection in snake venom evolution. Proceedings of the Royal Society of London B: Biological Sciences, 276(1666), pp.2443-2449.",NA,NA
Echis_carinatus,Viperidae,72,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",200,414.1256,21.3,"Latifi M. (1984) Variation in yield and lethality of venoms from Iranian snakes. Toxicon, Vol. 22, p 373.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"Duff-Mackay, A., 1965. Notes on the biology of the carpet viper, Echis carinatus pyramidum (Geoffroy), in the northern frontier province of Kenya. Jour. E. Afr. Nat. Hist. Soc, 25, pp.28-40.",1,no,0.64,Echis_carinatus,0.32-0.9,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,73,7,7,0,0,13,no,"Barlow, A., Pook, C.E., Harrison, R.A. and W_ster, W., 2009. Coevolution of diet and prey-specific venom activity supports the role of selection in snake venom evolution. Proceedings of the Royal Society of London B: Biological Sciences, 276(1666), pp.2443-2449.",NA,NA
Echis_carinatus,Viperidae,72,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",200,414.1256,21.3,"Latifi M. (1984) Variation in yield and lethality of venoms from Iranian snakes. Toxicon, Vol. 22, p 373.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"Duff-Mackay, A., 1965. Notes on the biology of the carpet viper, Echis carinatus pyramidum (Geoffroy), in the northern frontier province of Kenya. Jour. E. Afr. Nat. Hist. Soc, 25, pp.28-40.",1,no,0.94,Echis_carinatus,0.84-1.05,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,73,7,7,0,0,13,no,"Barlow, A., Pook, C.E., Harrison, R.A. and W_ster, W., 2009. Coevolution of diet and prey-specific venom activity supports the role of selection in snake venom evolution. Proceedings of the Royal Society of London B: Biological Sciences, 276(1666), pp.2443-2449.",NA,NA
Echis_carinatus,Viperidae,72,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",200,414.1256,21.3,"Latifi M. (1984) Variation in yield and lethality of venoms from Iranian snakes. Toxicon, Vol. 22, p 373.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,"Duff-Mackay, A., 1965. Notes on the biology of the carpet viper, Echis carinatus pyramidum (Geoffroy), in the northern frontier province of Kenya. Jour. E. Afr. Nat. Hist. Soc, 25, pp.28-40.",1,no,0.74,Echis_carinatus,0.63-0.79,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,73,7,7,0,0,13,no,"Barlow, A., Pook, C.E., Harrison, R.A. and W_ster, W., 2009. Coevolution of diet and prey-specific venom activity supports the role of selection in snake venom evolution. Proceedings of the Royal Society of London B: Biological Sciences, 276(1666), pp.2443-2449.",NA,NA
